Course Code,Course Name,Instructor,Credits,Acronym,Day,Start Time,End Time,Group,Message,Venue
ECE632,Radar Systems,Shobha Sundaram,4,RS,Friday,0400PM,0530PM,0,Lecture,C22
ECE1517,Introduction to Nanoelectronics,Sneh Saurabh,4,INE,Monday,1000AM,1130AM,0,Lecture,A01
ECE1517,Introduction to Nanoelectronics,Sneh Saurabh,4,INE,Thursday,1000AM,1130AM,0,Lecture,A01
ECE536s,Optical Networks,Bijoy Chand Chatterjee(V),2,ON,Wednesday,0400PM,0530PM,0,Lecture,C23
ENG599s,Research Methods,Anubha Gupta,2,RM,Monday,0400PM,0530PM,0,Lecture,C11
MTH305/MTH505,Linear Optimization,Pravesh Biyani,4,LO,Monday,1000AM,1130AM,0,Lecture,C22
MTH305/MTH505,Linear Optimization,Pravesh Biyani,4,LO,Thursday,1000AM,1130AM,0,Lecture,C22
MTH570,Numerical Solutions for Differential Equations,Kaushik Kalyanaraman,4,NSDE,Tuesday,0230PM,0400PM,0,Lecture,C13
MTH570,Numerical Solutions for Differential Equations,Kaushik Kalyanaraman,4,NSDE,Friday,0230PM,0400PM,0,Lecture,C13
ECO313,Market Design,Rakesh Chaturvedi,4,MD,Monday,0400PM,0530PM,0,Lecture,C22
ECO313,Market Design,Rakesh Chaturvedi,4,MD,Wednesday,0400PM,0530PM,0,Lecture,C22
ENT402,Entrepreneurship II,Hemant Kumar(V),2,ENTII,Monday,0230PM,0400PM,0,Lecture,C23
FIN402,Valuation and Portfolio Management,Pankaj Vajpayee(V),4,VPM,Tuesday,1130AM,0100PM,0,Lecture,C21
FIN402,Valuation and Portfolio Management,Pankaj Vajpayee(V),4,VPM,Friday,1130AM,0100PM,0,Lecture,C21
MGT310,Effective Supply Chain Management for E Commerce,Sanjiva Dubey(G),4,SCM,Tuesday,0400PM,0530PM,0,Lecture,C24
MGT310,Effective Supply Chain Management for E Commerce,Sanjiva Dubey(G),4,SCM,Friday,0400PM,0530PM,0,Lecture,C24
PSY202,Positive Psychology,Akshay Kumar(V),4,PPSY,Monday,0400PM,0530PM,0,Lecture,C01
PSY202,Positive Psychology,Akshay Kumar(V),4,PPSY,Wednesday,0400PM,0530PM,0,Lecture,C01
PSY301,Introduction to Cognitive Psychology,Venkat Ratandeep Suri,4,CPSY,Monday,0400PM,0530PM,0,Lecture,C24
PSY301,Introduction to Cognitive Psychology,Venkat Ratandeep Suri,4,CPSY,Wednesday,0400PM,0530PM,0,Lecture,C24
SOC201,Introduction to Sociology/Anthropology,Amrit Srinivasan(V),4,ISA,Monday,1130AM,0100PM,0,Lecture,C13
SOC201,Introduction to Sociology/Anthropology,Amrit Srinivasan(V),4,ISA,Wednesday,1130AM,0100PM,0,Lecture,C13
SOC205,Anthropology of Social Media,Shriram Venkatraman,4,ASM,Monday,1130AM,0100PM,0,Lecture,A11
SOC205,Anthropology of Social Media,Shriram Venkatraman,4,ASM,Wednesday,1130AM,0100PM,0,Lecture,A11
SSH121,Introduction to Philosophy,Raj Ayyar(V),4,IPHI,Monday,1130AM,0100PM,0,Lecture,C12
SSH121,Introduction to Philosophy,Raj Ayyar(V),4,IPHI,Wednesday,1130AM,0100PM,0,Lecture,C12
SSH124,Critical Thinking,Raj Ayyar(V),4,CT ,Monday,0400PM,0530PM,0,Lecture,C12
SSH124,Critical Thinking,Raj Ayyar(V),4,CT ,Wednesday,0400PM,0530PM,0,Lecture,C12
SSH214,Introduction to the Study of Literature,Honey Jhalani(G),4,Lit,Monday,0400PM,0530PM,0,Lecture,C03
SSH214,Introduction to the Study of Literature,Honey Jhalani(G),4,Lit,Wednesday,0400PM,0530PM,0,Lecture,C03
SSH217,Indian Poetry through the Ages,Saumya Kulshreshtha(G),2,IPA,Tuesday,0430PM,0600PM,0,Lecture,C12
CSE5xx,Approximation Algorithm,~~~~,4,AAG,Tuesday,1130AM,0100PM,0,Lecture,C13
CSE5xx,Approximation Algorithm,~~~~,4,AAG,Friday,1130AM,0100PM,0,Lecture,C13
